tweet_id,Gabe,Guanyi,Mom,Sum,tweet_text,user_description
257,0,0,0,0,RT {{MENTION}}: Rare Antique African ART Carved Wood Fetish Power Figure {{URL}},
258,1,1,1,3,"You can buy this gorgeous, yet exotic work of Two Rabbits eating carrot on a wooden plank carefully sculpted with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
259,1,1,1,3,"RT {{MENTION}}: A superb 19th century Vienna ivory and enamel table casket. 16in tall. Fine Antique 16 September. Estimate: £20,000-30,0…",antiques and art valuer and dealer with established Nationwide business. Television expert on Dickinsons Real Deal and Secret Dealers for ITV
260,0,0,0,0,RT {{MENTION}}: That there is a Starship Enterprise implies the existence of a Starship Pro and a Starship Free,"Working in Legal Technology for 25+ YRS | Interested in the best of Legal Tech | Digital Humanities, libraries and education | Gardening | My Dog"
261,0,0,0,0,Is this thing on?,Carbon-based simulation
262,1,1,1,3,"OGP The latest from {{MENTION}}
OGP member's collections
- A modern metal wall sculpture by Jon Allen
- An original painting by Carne Griffiths
- A Zitan wood &amp; ivory carving Buddha statue
- A set of Chinese classical styled armchairs and end table
{{URL}} {{URL}}","OGP was brought to life by a number of private collectors, as an interactive platform to gather and preserve invaluable and unique products."
263,0,0,0,0,{{MENTION}} {{MENTION}} sounds like we need to relaunch mEgo portable profiles :-) {{URL}},"Early twitter, yet 2x SIM swap for my handle erased history & followers, awaiting restoration. Design loved software, now {{MENTION}}, crafting the story of✨ 🧠 💪"
264,1,1,1,3,"A pair of #ivory africans sculptures, #France 70s
#vintage #modern #vintageshop #deco #decoration #ElRastro #Madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{URL}}","EL TRANSFORMISTA, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects"
265,1,1,1,3,Just arrived!! New Mammoth Ivory Carvings  {{URL}},"Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
266,1,1,1,3,Adams brings us 3 wonderfully detailed #scrimshaw new to gallery done on ancient walrus ivory. For sale on website. {{URL}},"Scrimshaw Gallery is home of the most complete selection of nautical art, scrimshaw, paintings and prints, knives, sculptures and other maritime collectibles."
267,0,0,1,1,"We have a treasure chest of new and exciting goodies! This Antiqued French Candelabra is heavily distressed to reveal the layers of age in a beautiful patina of grey, gold and ivory. {{URL}} {{URL}}","Combining classic French furniture with playful, progressive design, The French Bedroom Company has revolutionised bedroom styling. Tel: 01444 415430"
268,1,1,1,3,"Octagonal whale ivory sewing stand, 11½"" tall, brought $25,200 (est. $9000/12,000) at {{MENTION}} {{URL}} #antiques #antique #vintage #art #artist #Americana #ivory #whale #whales #sewing #folkart {{URL}}","Maine Antique Digest is written for collectors and the antiques trade. M.A.D. covers auctions, shows, and the goings-on in the art and antiques marketplace."
269,0,0,0,0,On a date with a hot woman.,
270,0,0,0,0,{{MENTION}} To me it’s more about what Freud calls the narcissism of small differences. We can debate how stupid her comment is. We can’t debate whether this is at all important in the grand scheme of things. It just clearly isn’t.,"Managing Editor, Internet.
Get My Book!"
271,0,0,0,0,Loved this video on zero-knowledge proofs: {{URL}},"CEO GlobaliD, co-founder Hard Yaka, Apto.  MTB, gardener, poker player, father.  Ex-Fed, Ripple CRO, First round investor Twitter, Square, Coinbase, Filecoin .."
272,0,0,0,0,{{MENTION}} It seems that the interest in these Netsuke will drop off soon since 90% of the antique ones are made of ivory and our silly government has agreed to ban the trade in these beautiful works of art,
273,1,1,1,3,"Fisherman With Boy Sculpted in Mammoth Ivory

Buy this wonderful #Sculpture @ {{URL}}

#Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}",I love Art especially Carved legal ivory
274,0,0,0,0,"#STARSANDSTRIPES Wishing all our #American clients and friends a very happy #Thanksgiving. Featured lots: 1096, 1086 &amp; 1170 from the #Christmas Gifts online auction. Bid until 10am on 2nd December: {{URL}} {{URL}}","Fine Art auction house with specialist departments including Silver, Jewellery, Paintings, Furniture, African Art, Militaria, Ceramics, Design and Asian Art"
275,1,1,1,3,"Sculpture of Man With Baskets in Mammoth Ivory

Offer Link: {{URL}}

#Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}",I love Art especially Carved legal ivory
276,0,0,0,0,"Such a wonderful vegan alternative to Ivory. No animals were harmed in the making of these earrings. X

#vegan #ivory #earlings #jewellery #sustainable {{URL}}","Aka {{MENTION}} is a qualified Gemologist (Gem-A FDA), Accredited Jewellery Professional (GIA AJP), Reiki Master and Crystal Healer"
277,0,0,0,0,"SOLD in today’s Book Sale for £10,000
Lot 72 , Repton, Humphry - Sketches and Hints on Landscape Gardening, oblong folio, calf gilt, with 10 hand-coloured plates with overslips, and 6 uncoloured plates, 4 with overslips, London, [1794]
#repton #landscapegardening #sold #gorringes {{URL}}",The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex
278,0,0,0,0,"Harvard Law Record opposes crazy MA ban on antique ivory {{URL}} 
{{MENTION}} 
{{MENTION}} {{MENTION}} #gunrights","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
279,0,0,0,0,"Captivating high quality mammoth ivory carving of a bear family laid on teak wood
{{URL}} {{URL}}","El Cid Gallery is an art gallery which includes both antiques and modern design; Carvings, Glass 
Crystals and Modern Art Work.

{{URL}}"
280,1,1,1,3,"Museum quality – Mammoth Ivory Netsuke – Three Monkeys In Boat 

This outstanding Netsuke is a proud member of our MASTER Pieces Netsukes collection, hand carved by Master Carver.

{{URL}}

#art #mammothivory #ivory #monkeys #netsuke #artworks #sculpture {{URL}}",I love Art especially Carved legal ivory
281,0,0,0,0,"RT {{MENTION}}: A free sign-up to meet Donald Trump?

You know what to do… {{URL}}",Something went wrong. Try reloading.
282,0,0,0,0,"Exquisite French #ivory fan circa 1850, banned under hb5578 RT {{MENTION}}  {{MENTION}} {{MENTION}}{{MENTION}} {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
283,1,1,1,3,Soon! {{URL}} (Mammoth Ivory Carving) webshop online!,"Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
284,0,0,0,0,"SOLD in yesterday’s Weekly Sale for £3,200 - Lot 601 , English School (19th century), oil on canvas.
(reputedly Thomas Sheridan, father of Jane Georgiana Seymour, Duchess of Somerset (1809-1884) #englishschool #oiloncanvas #portrait #gorringes #auction {{URL}}",The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex
285,1,1,1,3,"Also same French Estate Import this lovely Antique French Ivory 1860s-1870s Pink Silk lined Box with Mirror, Brush and comb {{URL}}","We are 3rd generation Brocante-Antique Import Dealers. Specializing in French, Dutch and fine items for the Ladies. We offer a variety Decor & Design services."
286,0,0,0,0,BIG news. Congratulations to the newly expanded {{MENTION}} team! {{URL}},I’m a regular Joe but my name is Biz.
287,0,0,0,0,Making money from home has never been so easy... Working about 3 hours a day {{URL}},
288,0,0,0,0,I just made $612 today working a few hour from home  {{URL}},
289,0,0,0,0,RT {{MENTION}}: What were the {{MENTION}} up to at E3? Hustling like they do to bring you good stuff like this Best of E3 video. Respect. ht ...,
290,0,0,0,0,"{{MENTION}} {{MENTION}} Federal law prohibits ivory now.  This law only extends to antiques and is opposed by museums, historical societies.","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
291,1,1,1,3,"Coming up in our 1st October Fine Arts Sale: An early 17th century depiction of Christ crucified carved in ivory, circa 1600 - 1625.
.
.
Finely carved with polychrome painted hair and… {{URL}}","Kent based auctioneers and valuers specialising in paintings, jewellery, watches, gold and silver, quality glass, ceramics and Asian artefacts."
292,1,1,1,3,Check this amazing Mammoth Ivory Chessboard {{URL}},"Mammoth Ivory Carvins from China. You can visit our showroom at De Oude Aarde at Giethoorn, The Netherlands"
293,0,0,0,0,"Early XX century metal #square shelf.
#vintage #modern #vintageshop #deco #decoration #ElRastro #Madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{URL}}","EL TRANSFORMISTA, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects"
294,1,1,0,2,Buddha carving from ivory elephant (antique) {{URL}},
295,0,0,0,0,"A pair of #brass bar #stool, #70s
#vintage #modern #vintageshop #deco #decoration #ElRastro #Madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{URL}}","EL TRANSFORMISTA, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects"
296,0,0,0,0,"Stunning Hand Carved mammoth Ivory carving of a family of rabbits eating carrots.
{{URL}} {{URL}}","El Cid Gallery is an art gallery which includes both antiques and modern design; Carvings, Glass 
Crystals and Modern Art Work.

{{URL}}"
297,0,0,0,0,"The #Furniture, #WorksofArt &amp; #Clocks #auction is fast approaching on Wednesday 21st October.
This man in the mirror (lot 63) is a life-size 19th century pine artist’s lay figure admiring himself in an early 19th century trumeau mirror (lot 191). #woolleyandwallis {{URL}}","Fine Art auction house with specialist departments including Silver, Jewellery, Paintings, Furniture, African Art, Militaria, Ceramics, Design and Asian Art"
298,1,1,1,3,Lovely little signed carved ivory Buddha figure #eclectic #antiques #alfiesantiques #London #ivory #Buddha {{URL}},"Location; 2nd floor {{MENTION}}, Marylebone, London. Specialises in; 20th century interior design objects & decor & contemporary silver jewellery."
299,0,0,0,0,Vintage North American Hunting Club Eagle Zipper Pull Key Fob Key Chain {{URL}} {{URL}},
300,0,0,0,0,RT {{MENTION}}: introducing…ICON!! {{MENTION}}’s new lipstick collection 💋💄a curated range of 10 bold reds &amp; classic nudes. {{URL}},"(Marvel addict🎬🎥📷📹🔮)    
   (II Corinthians 5:17👊📚📙📖📕📰📒)
   ( Proudly from a switandini🎆🌹🌽🌇)"
301,1,1,1,3,"Dragon Sculpture in Mammoth Ivory

Special Offer Link: {{URL}}

 #Mammoth #ivory #warriors #tusk #qiang #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}",I love Art especially Carved legal ivory
302,1,1,1,3,"Antique 1920's Durham Duplex Straight Razor - French Ivory Celluloid Handle PAT USA May 28, 07 {{URL}} {{URL}}","Etsy Shop with great vintage goodies for your bar, barbershop, tattoo parlor, etc."
303,0,0,0,0,78330: Severe Weather Statement issued November 22 at 8:17PM CST until November 22 at 8:45PM CST by NWS Corpus Christ {{URL}},"Local news, event, and alert information for Agua Dulce, TX. Come join the community and stay informed about what is happening in your 78330 neighborhood!"
304,0,0,0,0,"WE ARE RECRUITING ADMINISTRATION STAFF
For more information please contact
Natalie Milsted | {{EMAIL}} | 01722 424599 | 51-61 Castle Street, Salisbury, Wiltshire, SP1 3SU #recruitment #salisburyjobs #jobsinsalisbury #salisbury #auctionjobs #staffwanted {{URL}}","Fine Art auction house with specialist departments including Silver, Jewellery, Paintings, Furniture, African Art, Militaria, Ceramics, Design and Asian Art"
305,0,0,0,0,"RT {{MENTION}}: We were lucky to have {{MENTION}} from the {{MENTION}} shed light on the complicated media landscape we live in, namely: how do w…","I like the work about the work. Places practiced include: Blogger, Google, Twitter, Obvious, Medium, the Obama White House, San Francisco and New York. (he/him)"
306,1,1,1,3,"Look at this intricate yet delicate creation of a Traditional Chinese Village with all Antique Idols with original mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
307,0,0,0,0,"RT {{MENTION}}: . {{MENTION}} 
LIVE #Auction 25th Oct @ 9:30am BST
View all the catalogues &amp; bid LIVE from home here: {{URL}}",The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex
308,1,1,0,2,Buddha carving from ivory mammoth {{URL}},
309,1,1,1,3,"OGP The latest from {{MENTION}}
OGP MEMBER COLLECTIONS
- Avalokiteśvara and Lotus：A traditional handmade Zitan wood and ivory carving Buddha statue
- Six ritual jades of Chinese zodiac, Shang dynasty (1600 – c. 1046 BC)
{{URL}}
{{URL}} {{URL}}","OGP was brought to life by a number of private collectors, as an interactive platform to gather and preserve invaluable and unique products."
310,1,1,1,3,"Legal Mammoth Ivory Tusk Carving of 3 Lucky Gods

Special Offer: {{URL}}

#Mammoth #ivory #warriors #tusk #qiang #Ivoryandart #art #sculpture #sculptures #homedecor #homedecoration #summersale #summersales {{URL}}",I love Art especially Carved legal ivory
311,1,1,1,3,"Prost! Who said the ivory doesn't sell anymore? This wonderful German cold painted bronze and ivory figure by Ferdinand Preiss sold for £12,000. {{URL}}",Hannam's in Hampshire host monthly four day fine art antique auctions. For further information please call 01420 511788 or email {{EMAIL}}
312,0,0,1,1,"⚱️⚱️Shibayama Inlay (Shibayama Zōgan) is a lacquer art form distinguished by high relief carved inlays made from shell, coral, tortoiseshell, and ivory. Many gorgeous Shibayama crafts were exported during the... {{URL}}","London's pre-eminent dealers of the finest antique silver, gold boxes and objects of vertu"
313,0,0,0,0,"Fantastic carved #ivory rabbit cane ca.1890 will be banned by hb5578 in CT, call your reps and RT #Easter  #antiques {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
314,0,0,0,0,"Vintage Ivory Linen Drawn Work Handkerchief w/Flowers, Wedding Bridal Ladies Collectible Hankie Hanky by GracesVintageGarden {{URL}}","Curated Etsy shop of vintage & antique jewelry, tea cups, porcelain, fine table linens and such. {{URL}} #cvid"
315,1,1,1,3,"Museum quality Mammoth ivory Netsuke of Samurai Carrying Bag On His Shoulder. Where are the Samurai going to with his bag hanging on his shoulders, two swords in his belt &amp; a some kid of letter on his right hand.

{{URL}}

#netsuke #ivory #mammothivory #art {{URL}}",I love Art especially Carved legal ivory
316,0,0,0,0,"Plaster #sculpture by #ArisRoskam, The Netherlands.
#Art {{URL}}","EL TRANSFORMISTA, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects"
317,1,1,0,2,"March Estate Art, Antique, Maritime &amp; Modern Design TIMED ONLINE Auction - {{URL}} {{URL}}","Ripley Auctions is a live & online auction house specializing in fine art, antiques, jewelry & memorabilia serving an international market of collectors."
318,0,0,0,0,"RT {{MENTION}}: 🚨Culture Cards x {{MENTION}} Giveaway!!🚨

💰4 Culture Cards #NFTs + 250K $DMR to winners!💎

🥇1 Winner GOLD Big Pun NFT + 1…","Work at Amazon. Spend most of me free time with my wife and new born daughter. While not with them, working at my family's winery."
319,1,1,1,3,"Mammoth Ivory Carvings Figurine of Japanese Samurai

Look at this mighty yet robust creation of Japanese Samurai Figurines on a Wooden platform precisely sculpted with original mammoth ivory.

{{URL}} {{URL}}",I love Art especially Carved legal ivory
320,0,0,0,0,{{MENTION}} #BotecDoRatinho,
321,0,0,0,0,{{MENTION}} Ngl that looks good,"Suns, Cardinals, Austin FC, Destiny and Gunpla #wearethevalley #verde"
322,1,1,1,3,"Spanish Cabinet secrets
Fronts in ivory. High 150 cm width 90 cm
#antiques #antiquesinargentina {{URL}}","From Argentina to the world, blending our name with tradition and avant-garde, with more than 45 years of experience in arts and antiques. Santostefano Antiques"
323,0,0,0,0,Holy smokes but some kind of confirmation/help ticket would be helpful,Figuring things out. She/her.
324,0,0,0,0,"Regency tea caddy, 19,20,21% ivory???  Save elephants w/o attacking antiques. No on hb5578 {{MENTION}} {{MENTION}} {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
325,0,0,0,0,"A set of african wood #sculpture heads.
#vintage #modern #vintageshop #deco #decoration #ElRastro #Madrid #style #instadecor #instaantiques #interior #design #inspiration #interiors #homedecor #antiquesdealersofinstagram #antiqueshop #art {{URL}}","EL TRANSFORMISTA, founded in 1991, it´s specializes in #decorativearts from the period of #30s until #70s, #antiques and unique objects"
326,0,0,0,0,"Baule figure with beautiful carving detail from Ivory Coast, Early 20th C. Measuring 40.5 cm
 
Provenance: Private collection, California, USA

For sale from {{MENTION}}ican_art 
{{URL}} {{URL}}",
327,0,0,0,0,"Excited to share the latest addition to my #etsy #etsycanada #etsyjewelry shop: #Vintage #MicroMosaicBrooch #etsySALE #ItalianJewelry #FloralMosaicBrooch #Italian Mosaic Pin, #CrowVanity Jewelry, #FreeShipping Sale #christmas #birthday #artnouveau {{URL}} {{URL}}","Original art glass designs  
Instagram: {{MENTION}}io Etsy: {{URL}}"
328,1,1,1,3,Our newsletter of new #scrimshaw is here! Many nautical pieces by Dupont on ancient walrus tusk ivory are featured. {{URL}},"Scrimshaw Gallery is home of the most complete selection of nautical art, scrimshaw, paintings and prints, knives, sculptures and other maritime collectibles."
329,1,1,1,3,"RT {{MENTION}}: Miniatures Painted On Ivory. 19th Century.
{{URL}}
{{MENTION}} 

1870s Naive Maritime Scene, Antiq…",We organise 3 day quality antiques and fine art fairs in some of the finest stately homes that England and Scotland have to offer.
330,0,0,0,0,"Read ""Stephen King Revisited"" by {{MENTION}} for FREE here: {{URL}} -- {{URL}}",
331,1,1,1,3,"You can buy this beautiful work of Lion King Sitting on his den on a wooden plank carefully sculpted with original mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
332,0,0,0,0,Hey everyone I made $386 today check out how I made it! {{URL}},
333,1,1,1,3,"Ivory Indo-Portuguese sculpture – Goa, XVIIth Century {{URL}}",Antiques - Interior and garden design
334,0,0,0,0,When we carried all of our possessions moving to New Zealand as luggage it felt like we had so much. Now that we’re in a house it feels like almost nothing. Surreal.,"anarchist, hacker, troublemaker (he/they) working on the decentralized web."
335,0,0,0,0,"Here's the bad guys, not antique and gun collectors. #saveelephants #gunrights #2ndamendment #intlforestday #ivory {{URL}}","Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
336,1,1,1,3,"Mammoth Ivory Netsuke – 12 zodiac animals set – Round Stand

This is a very high quality mammoth ivory carving netsukes of 12 Chinese Zodiac animals Set!

Check the link: {{URL}} {{URL}}",I love Art especially Carved legal ivory
337,0,0,0,0,Sumptuous Ivory Silk Quilt Bedspread {{URL}} {{URL}},"Combining classic French furniture with playful, progressive design, The French Bedroom Company has revolutionised bedroom styling. Tel: 01444 415430"
338,1,1,1,3,#shagreen #ivory #artdeco #1920S #collectables #modernist #deco #interiors #interiordecoration #homedecor #vintage #jewellery #design #homedecor #home #beautiful #original {{URL}},"Aesthetically Pleasing, Characteristically individual & Eclectic Objects of Virtue.
 Antique | Vintage | Art Decorations"
339,0,0,0,0,Opening a coin laundry dedicated to only accepting them Madam Maya Angelou’s??,Turtle dove 🕊
340,0,0,0,0,"The Furniture, Works of Art &amp; Clocks catalogue can
now be viewed on our website: {{URL}} 

The auction will take place on Wednesday 22nd
September 2021. 

#woolleyandwallis #auction #auctionhouse #furniture #worksofart #clocks #antiquefurniture {{URL}}","Fine Art auction house with specialist departments including Silver, Jewellery, Paintings, Furniture, African Art, Militaria, Ceramics, Design and Asian Art"
341,1,1,1,3,"You can buy this wonderful Chinese Philosopher Confucius Figurine holding a sword carefully sculpted with mammoth ivory.

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
342,0,0,0,0,"Gorringe’s Auctioneers, are privileged to have been instructed to offer for sale on Tuesday December 7th - The Michael Farebrother collection of  ‘Papers Concerning H.M The Queen &amp; Her Family’ offered for sale for the first time.
{{URL}} #gorringes {{URL}}",The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex
343,0,0,0,0,"This is the kind of unconditional love for animals that should be in all of us. Then none of us would buy ivory,... {{URL}}","ph.d., folk art historian, college professor, lover of many things: anything green/recycled/reused, retro/vintage/design, art/museums, parks/gardens, tv/reading"
344,0,0,0,0,"Antiques collectors/dealers entering USA make sure your paper work is in order regarding antique items, in ivory, tortoiseshell, feathers,.",actress/writer/antiques dealer. Tall thin and getting older.
345,0,0,0,0,"RT {{MENTION}}: Disney Frozen Keychain ANNA Princess 2.75"" Plastic Figure 2017 Keyring - NEW {{URL}} {{URL}}",
346,1,1,1,3,"You can buy this exclusive work of Chinese Rich Man Holding a Coin Carving on Mammoth Ivory

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #IvoryAndArt #christmassale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
347,1,1,1,3,"Really amazing piece of art look how the octopus surround the mermaid &amp; it’s looks little beat erotic that the octopus insert his limbs under the mermaid skirt inlay-ed with red gestones &amp; give her a good time.

{{URL}}

#sculpture #octopus #Mermaid #ivory {{URL}}",I love Art especially Carved legal ivory
348,0,0,0,0,{{MENTION}} Which one ?,
349,1,1,1,3,"A superb 19th century Vienna ivory and enamel table casket. 16in tall. Fine Antique 16 September. Estimate: £20,000-30,000 {{MENTION}} {{URL}}","John Nicholson's Auctioneers are the largest auctioneers in the south of England, holding regular Fine Art, General and Antiquarian Auctions"
350,0,0,0,0,Kandy Korn! :) {{URL}},
351,0,0,0,0,Screw workkk today :( I hate waking up in the rain - this news article is so motivational!! {{URL}},
352,0,0,0,0,This antique portrait miniature on #ivory  banned by HB5578.  {{MENTION}}  {{MENTION}} {{MENTION}} {{MENTION}} {{URL}},"Opposing CT hb5578,  MA h1275, RI2796 which ban antique ivory.  Save elephants without violating property rights, gun rights, art, history and culture."
353,0,0,0,0,"{{MENTION}} And on a lighter note, I feel like you and {{MENTION}} should totally be friends.",bipedal humanoid. stress monkey. moderately badass.
354,0,0,0,0,RT {{MENTION}}: When my great grandfather immigrated here to the US (1930 pre- Holocaust) his Certificate of Citizenship was very clear as t…,Optimistic. Obsessed with understanding what makes people tick 🔭 CEO {{MENTION}} ✌️ & Co-host UXR ATL meetup 👏 Plant powered! 🍑🥬🍉🥦
355,1,1,1,3,"Mammoth Ivory Netsuke – Monkey Sitting on Horse Back

Special Offer Link: {{URL}}
.
.
.
 #antique #netsuke #antiquenetsuke #ivorynetsuke #antiqueivory #hare #netsukeivory #ivoryhare #japanantique #石川 #Ishikawa #meijiperiod #meijinetsuke #theharewithambereyes {{URL}}",I love Art especially Carved legal ivory
356,0,0,0,0,it’s {{MENTION}} {{URL}},#bitcoin
357,0,0,0,0,Vintage Carborundum Razor Honing Sharpening Stone in Leather Pouch Case Niagara Falls NY Abrasives Hone {{URL}} {{URL}},"Etsy Shop with great vintage goodies for your bar, barbershop, tattoo parlor, etc."
358,0,0,0,0,This beauty fitted is the first of two this is the Ivory stovax Huntingdon 28 #stovax #chislehurst #kent #woodburners #multifuel #cosyfires {{URL}},Cosy Fires is the leading company for installations of wood burning multi fuel stoves offering the complete package. chimney sweeping service to
359,0,0,0,0,"Fine Jewellery entries invited for our Winter Sale.

Gorringe’s Winter Fine Sale Tuesday 7th December. Entry deadline 17th November.

{{URL}}

#consign #gorringes #jewellery #jewelry #finejewelry #finejewellery #antiquejewelry {{URL}}",The leading #fineart & #antiques #auctioneers in the South East. Explore our collections at: {{URL}} or visit us in #Lewes #EastSussex
360,0,0,0,0,"Vintage Wood Bottle Opener ""Cronies"" Eclipse Knitting Mills New York Broadway NY Advertising Textile Company {{URL}} {{URL}}",
361,1,1,1,3,Green &amp; White (Indian) #ivory #ChessSet. Complete &amp; in excellent condition. c1850. #Bath; #Antiques; #Chess; #ForSale; #QuietStreet {{URL}},"Selling fine & interesting Antiques from Regency, Georgian & Victorian eras: Clocks; Furniture; Pictures; Bronzes; Boxes & Mirrors."
362,1,1,1,3,"You can buy this 11 faced and 46 hand idol of Lord Shiva carefully sculpted with original mammoth ivory. 

Christmas Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #ChristmasSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
363,1,1,1,3,"Samurai With Sword Up- Mammoth Ivory Masterpiece

Product: {{URL}} {{URL}}",I love Art especially Carved legal ivory
364,1,1,1,3,"You can buy this wonderful, yet unique work of A Chinese Old Man Holding Chinese Bayberry Fruit carefully sculpted with mammoth ivory.

New Year Sale Upto 20% Off
Buy Now @ {{URL}}

#MammothIvorySculpture #MammothIvory #IvoryAndArt #NewYearSale #HolidayShopping {{URL}}",I love Art especially Carved legal ivory
365,0,0,0,0,{{MENTION}} {{MENTION}} Lol you really think you did something huh smh,#Coleworld Love is my religion. A bad day is just another version of a good day • 🇨🇩 •
366,0,0,0,0,{{MENTION}} {{MENTION}} Apple Music. 🤷,"Never for money, always for love. Thing-maker at {{MENTION}}. #SVU Capt. Charlie on {{MENTION}}’s #SpecialReviewUnit"
367,1,1,1,3,"Lot 375 - A silver presentation trowel with a superbly carved ivory handle- William Taylor for St Peters Church Preston. Hallmarked for London 1848 by Edward, John &amp; William Barnard #auction #antique #antiquesilver #silvercollection #silverdealer #churchillauctions {{MENTION}} {{URL}}","Exciting, Friendly Auction House in Oxfordshire. Sign up to our mailing list: {{URL}}"
368,1,1,1,3,"Gary Williams sent us a fascinating portrait of chief Naiche on a piece of fossil walrus ivory. For sale: $1,750.00 {{URL}}","Scrimshaw Gallery is home of the most complete selection of nautical art, scrimshaw, paintings and prints, knives, sculptures and other maritime collectibles."
369,0,0,0,0,Excited to share the latest addition to my #etsy #etsycanada #etsyvintage shop: #Vintage #Millefiori #BlownGlassCat #MuranoGlass #Kitten #Catsoftwitter #Christmascat #CalicoCat #MiniCat #VintageVigo #Canada #birthday #christmas #glasscat #vintagecanada {{URL}} {{URL}},"Original art glass designs  
Instagram: {{MENTION}}io Etsy: {{URL}}"
370,0,0,0,0,"""Misinformation is a complex problem. Technology, governments, science institutions, educators and the public all have a part to play in assuring the quality of scientific information that underpins so much of our day-to-day lives.""

{{URL}} {{URL}}",Adept bubble burster. Good problem connoisseur. Assassin of heroes. The OG Shit Poster. Diabolical Spearchucker. Dad. Crying is a luxury. {{URL}}
371,0,0,0,0,RT {{MENTION}}: Why tolling on Chciago's Lake Shore Drive is a BAD idea:  {{URL}},Group therapy for your daily commute
372,0,0,0,0,{{MENTION}} Would you consider adding an RSS feed?,
373,0,0,0,0,"Looking for positive attitude and the “nothing is impossible”-mindset, look no further, see this documentary about {{MENTION}} and how he and his team claimed all 14 peaks over 8000m in 7mo. (My Everest and two others in 48h) {{URL}}",A Great Simian or just a Monkey?
374,1,1,1,3,"A Japanese Ivory netsuke, Signed Mitsuchika. {{URL}}
#japanese #ivory #antique #meiji {{URL}}","Philip Carrol is a regular exhibitor at major British antique fairs; including the BADA Fair, Olympia & Harrogate Antiques Fair. Specialising in Fine Ceramics"
375,0,0,0,0,"{{MENTION}} {{MENTION}} I've been waiting 5 months for Wave support to follow up on some issues. I've emailed several times, but no movement. Can someone please make this a priority, it's very frustrating.",Fixing commerce with data science and some badass hardware at Poynt.
